0.000000E+0	3.572041E-3	0.000000E+0	-2.130734E-2
5.000000E-6	3.709427E-3	5.000000E-6	-2.169452E-2
1.000000E-5	3.559552E-3	1.000000E-5	-2.180693E-2
1.500000E-5	3.572041E-3	1.500000E-5	-2.208170E-2
2.000000E-5	3.709427E-3	2.000000E-5	-2.229402E-2
2.500000E-5	3.622000E-3	2.500000E-5	-2.268120E-2
3.000000E-5	3.696937E-3	3.000000E-5	-2.276863E-2
3.500000E-5	3.634489E-3	3.500000E-5	-2.296846E-2
4.000000E-5	3.796854E-3	4.000000E-5	-2.343058E-2
4.500000E-5	3.646979E-3	4.500000E-5	-2.361792E-2
5.000000E-5	3.509593E-3	5.000000E-5	-2.388020E-2
5.500000E-5	3.572041E-3	5.500000E-5	-2.405506E-2
6.000000E-5	3.609510E-3	6.000000E-5	-2.439228E-2
6.500000E-5	3.559552E-3	6.500000E-5	-2.462958E-2
7.000000E-5	3.547062E-3	7.000000E-5	-2.489186E-2
7.500000E-5	3.584531E-3	7.500000E-5	-2.507920E-2
8.000000E-5	3.634489E-3	8.000000E-5	-2.536646E-2
8.500000E-5	3.597021E-3	8.500000E-5	-2.572866E-2
9.000000E-5	3.809344E-3	9.000000E-5	-2.592850E-2
9.500000E-5	3.746896E-3	9.500000E-5	-2.612833E-2
1.000000E-4	3.509593E-3	1.000000E-4	-2.640310E-2
1.050000E-4	3.597021E-3	1.050000E-4	-2.687771E-2
1.100000E-4	3.634489E-3	1.100000E-4	-2.697762E-2
1.150000E-4	3.734406E-3	1.150000E-4	-2.742725E-2
1.200000E-4	3.584531E-3	1.200000E-4	-2.768953E-2
1.250000E-4	3.684448E-3	1.250000E-4	-2.801426E-2
1.300000E-4	3.509593E-3	1.300000E-4	-2.801426E-2
1.350000E-4	3.659469E-3	1.350000E-4	-2.822658E-2
1.400000E-4	3.584531E-3	1.400000E-4	-2.842642E-2
1.450000E-4	3.572041E-3	1.450000E-4	-2.898845E-2
1.500000E-4	3.734406E-3	1.500000E-4	-2.915081E-2
1.550000E-4	3.771875E-3	1.550000E-4	-2.948803E-2
1.600000E-4	3.547062E-3	1.600000E-4	-2.968787E-2
1.650000E-4	3.634489E-3	1.650000E-4	-2.987521E-2
1.700000E-4	3.684448E-3	1.700000E-4	-3.024990E-2
1.750000E-4	3.646979E-3	1.750000E-4	-3.042475E-2
1.800000E-4	3.622000E-3	1.800000E-4	-3.061210E-2
1.850000E-4	3.734406E-3	1.850000E-4	-3.108670E-2
1.900000E-4	3.721917E-3	1.900000E-4	-3.116164E-2
1.950000E-4	3.646979E-3	1.950000E-4	-3.162375E-2
2.000000E-4	3.622000E-3	2.000000E-4	-3.171118E-2
2.050000E-4	3.597021E-3	2.050000E-4	-3.206089E-2
2.100000E-4	3.696937E-3	2.100000E-4	-3.226072E-2
